source_name,title,source_url,category,announcement_type,publication_date,animal_type,pet_name,region,city,reward,description
alertuj-ogloszenia.pl,Zaginęła kotka Kejti !,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-kejti/,Zaginął Kotek,Zaginione,2026-03-27,Kot,Kejti,łódzkie,Łowicz,500 PLN,"Nagroda 500 PLN Zaginęła 8 letnia kotka Kejti Umaszczenie : szylkrotka Sterylizowana Zielone oczy Miała na sobie czarną obroże z czarnymi cekinami Miejsce zaginięcia : osiedle Górki Łowicz Ostatnio widziana : ulica Chabrowa, Otolice Prosimy o pomoc w znalezieniu, jeśli ktoś widział proszę o kontakt . Kotka nie wróciła od 19 marca, strasznie nam jej brakuje. Codziennie jeździmy ,chodzimy, rozmawiamy z ludźmi. Szukamy tak jak potrafimy i ogłaszamy. Zazwyczaj to my pomagamy a dziś to my potrzebujemy pomocy. Jeśli to czytasz nie bądź obojętny jeśli zauważysz tej maści kota, zabezpiecz jeśli to możliwe i odezwij się do mnie,przyjadę jak najszybciej to możliwe. Dla znalazcy nagroda pieniężna! Kotka prawdopodobnie wystraszyła się i straciła orientacje w terenie, zmierza w przeciwnym kierunku niż dom"
alertuj-ogloszenia.pl,Zaginęła Kotka Bengalka,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-bengalka/,Zaginął Kotek,Zaginione,2026-03-27,Kot,Luśka,łódzkie,Łódź,,. Wabi się Luśka. Miała założoną obróżkę z adresatką.
alertuj-ogloszenia.pl,Zaginął piesek Bichon Frise (Wawer Warszawa),https://alertuj-ogloszenia.pl/listing/zaginal-piesek-bichon-frise-wawer-warszawa/,Zaginął Piesek,Zaginione,2026-03-26,Pies,kevin,mazowieckie,Warszawa,,26.03 W okolicy ul. Borków na Wawrze w Warszawie zaginął pies rasy Bichon Frise. Ma na szyi biało-różową obrożę. Gdyby ktoś go zauważył – bardzo prosimy o kontakt pod numerem
alertuj-ogloszenia.pl,ZAGINĄŁ KOTEK FRANEK,https://alertuj-ogloszenia.pl/listing/zaginal-kotek-franek-2/,Zaginął Kotek,Zaginione,2026-03-25,Kot,Franek,śląskie,Pietrzykowice koło Żywca,500 PLN,Nagroda 500 PLN Kotek ma na imię Franek. Jest to szary tygrysek z białymi łapkami i krawatem. Ufny ale może się bać. Ma czerwoną szelki I smyczkę chyba że zerwał. Zaginął w niedzielę 22.03. Kotek nie wychodzący sam mógł schować się w szopie lub stodole. Proszę o sprawdzenie. Prawdopodobnie nie będzie miałczał.
alertuj-ogloszenia.pl,Zaginęła Kotka Gosia,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-gosia/,Zaginął Kotek,Zaginione,2026-03-25,Kot,Gosia,podkarpackie,Wólka Podleśna,400 PLN,"Nagroda 400 PLN W dniu 22.03 zaginęła kotka. Była widziana na podwórku jeszcze o godzinie 16. Jest miła i przyjazna. Dość mała w plamki jak na zdjęciach. Nosi fioletową obrożę z jej imieniem i z numerem telefonu właściciela. Reaguje na imię Gosia. Jeśli ktoś ją widział lub wie, gdzie może się znajdować, będziemy wdzięczny za każdą pomoc."
alertuj-ogloszenia.pl,Zaginął pies Czoko,https://alertuj-ogloszenia.pl/listing/zaginal-pies-czoko/,Zaginął Piesek,Zaginione,2026-03-25,Pies,Czoko,mazowieckie,Olszewnica Stara,200 PLN,Nagroda 200 PLN 23.03 uciekł pies z posesji o godzinie około 18:00. Pies może być wystraszony i płochliwy. Ostatnio był widziany w Kałuszynie. Jeżeli ktokolwiek widział go proszę o pilny kontakt.
alertuj-ogloszenia.pl,Zaginęła kotka Gdańsk,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-gdansk/,Zaginął Kotek,Zaginione,2026-03-24,Kot,Mulan,pomorskie,Gdańsk,1 000 PLN,"Nagroda 1 000 PLN O 10:30 24.03 na ul. De Gaulle’a w Gdańsku zaginęła kotka Mulan. Przestraszona hukiem uciekła z szelek. Jest kotem spacerującym na szelkach na co dzień ale nie w tej okolicy. Lubi chleb, mięsa i ryb nie, więc raczej na nie nie zareaguje. Jest oswojona, zachipowana, zazwyczaj reaguje na imię. Kontakt telefoniczny Sara, Mateusz Za znalezienie przewidziana jest nagroda pieniężna."
alertuj-ogloszenia.pl,Zaginął piesek Gacek,https://alertuj-ogloszenia.pl/listing/zaginal-piesek-gacek/,Zaginął Piesek,Zaginione,2026-03-24,Pies,Gacek,mazowieckie,Nasielsk,,"Kundelek, w lipcu skończy dwa lata piesek jest wysokości do kolana może trochę więcej. Kolor sierści jak na zdjęciu rudy z kremowym brzuszkiem. Gacek jest nie ufny do obcych osób, raczej nie podejdzie, za to może kręcić się w okolicy szkół czy placu zabaw. Wychowywany z dziećmi, więc może szukać swoich dzieciaków. Oddalił się z okolic Bud Siennickich. Widziany w Nasielsku i okolic Starych Pieścirogów. Proszę o kontakt gdyby ktoś widział"
alertuj-ogloszenia.pl,Poszukiwany kocurek Cezik,https://alertuj-ogloszenia.pl/listing/poszukiwany-kocurek-cezik/,Zaginął Kotek,Zaginione,2026-03-24,Kot,Cezik,pomorskie,Gdynia,,". Wykastrowany, lat 14. Ma postrzępione uszka. Zaginął 20.03.2026 w Gdyni przy ul. Puckiej. Proszę o jakiekolwiek informacje."
alertuj-ogloszenia.pl,Zaginęła kotka Miła,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-mila/,Zaginął Kotek,Zaginione,2026-03-23,Kot,Miła,dolnośląskie,Oława,500 PLN,"Nagroda 500 PLN Ta kotka uciekła w Oławie w okolicy Rybackiej 10, niedaleko SP nr 2. Ma fioletową obrożę z kwiatkiem. Na imię ma Miła. Jest biała. Ma zielone oczy. Jest płochliwa. ​Kotka mogła się wystraszyć i gdzieś schować. Proszę sprawdzić piwnice, garaże i ogrody. ​Dla znalazcy przewidziana nagroda! ​Kontakt:"
alertuj-ogloszenia.pl,ZAGINĄŁ NASZ UKOCHANY MANIEK !!!,https://alertuj-ogloszenia.pl/listing/zaginal-nasz-ukochany-maniek/,Zaginął Piesek,Zaginione,2026-03-23,Pies,Maniek,opolskie,Raszków,,"21.03.2026 w sobotę około 17 godziny w Korytnicy (droga na Bieganin, ul bez nazwy) zaginął nasz ukochany piesek. Wabi się Maniek! Jest bardzo przyjazny, więc pozwoli się złapać. Jeśli ktoś go gdzieś widział, lub ma jakiekolwiek informacje bardzo prosimy o kontakt Tel:"
alertuj-ogloszenia.pl,Zaginął nasz ukochany przyjaciel OGI,https://alertuj-ogloszenia.pl/listing/zaginal-nasz-ukochany-przyjaciel-ogi/,Zaginął Piesek,Zaginione,2026-03-22,Pies,OGI,mazowieckie,Ząbki,,Zaginął nasz 14 letni przyjaciel Ogi – biały piesek rasy Coton de Tulear. Bardzo proszę o pomoc w odnalezieniu
alertuj-ogloszenia.pl,Zaginął kot Mini,https://alertuj-ogloszenia.pl/listing/zaginal-kot-mini/,Zaginął Kotek,Zaginione,2026-03-22,Kot,Mini,małopolskie,Czułów,,"Zaginął kot 5-6 lat, wabi się Mini, niekastrowany. Kot o charakterystycznym dwubarwnym umaszczeniu biały na przodzie i lewej łapie. Czułów i okolice"
alertuj-ogloszenia.pl,Zaginał kotek Gucio,https://alertuj-ogloszenia.pl/listing/zaginal-kotek-gucio-2/,Zaginął Kotek,Zaginione,2026-03-22,Kot,Gucio,pomorskie,Gdańsk,500 PLN,"Nagroda 500 PLN W dniu 20 marca 2026 około godziny 14.00 wypadł przez okno na parterze w Gdańsku- Chełmie na ul. Więckowskiego 12, 7-miesieczny kotek Gucio. Kocurek jest świeżo po kastracji, ma rude pręgowane umaszczenie, czarne kropki na nosku. Jest bardzo płochliwy i bardzo wystraszony. Uprzejmie prosimy o pomoc i jakiekolwiek informacje."
alertuj-ogloszenia.pl,steszewko ozyrys,https://alertuj-ogloszenia.pl/listing/steszewko-ozyrys/,Zaginął Kotek,Zaginione,2026-03-22,Kot,ozyrys,opolskie,pobiedziska stęszewko,,"zaginął rudy kocurek kastrat wiek okolo 8 lat, ma bardzo mocne rude ubarwienie, bialy nos oraz skarpetki."
alertuj-ogloszenia.pl,Odnalazła się Czika,https://alertuj-ogloszenia.pl/listing/zaginela-sunia-czika-2/,Zaginął Piesek,Odnalezione,2026-03-22,Pies,CZIKA,lubuskie,Przylep(Zielona Góra),1 000 PLN,Nagroda 1 000 PLN 📢CZIKA ODNALEZIONA 📢 DZIEKUJE WSZYSTKIM ZA POMOC A W SZCZEGÓLNOŚCI PANI KTORA JA ZNALAZLA♥️⚘ 🚨Zaginęła Sunia -CZIKA🚨 21.03 ok 12:00 W Przylepie zaginęła Sunia-Czika średniej wielkości (ok 17 kg).Ostatnio widziana na ul. Solidarności. Sunia jest łagodna i strachliwa. Miała czarne szelki z niebieską metalową kostką z imieniem i nr telefonu. Jeśli ktoś widział lub ma informację bardzo proszę o pilny kontakt: ☎️ lub ☎️ Przewidziana nagroda 1000zl
alertuj-ogloszenia.pl,ZAGINĄŁ PIESEK BAMBI,https://alertuj-ogloszenia.pl/listing/zaginal-piesek-bambi/,Zaginął Piesek,Zaginione,2026-03-22,Pies,BAMBI,mazowieckie,Warszawa,1 000 PLN,Nagroda 1 000 PLN Dnia 20/21.03 w Warszawie Praga Północ przy ul Brechta/Namysłowska Praga Pólnoc Warszawa zaginął 8 letni Chihuahua Bambi został spłoszony przez innego psa. Prosimy o pomoc. Nagroda !!! Wszelkie informacje proszę pod numer
alertuj-ogloszenia.pl,Poszukuję Psa Leona,https://alertuj-ogloszenia.pl/listing/poszukuje-psa-leona/,Zaginął Piesek,Zaginione,2026-03-21,Pies,Leon,podkarpackie,Tuligłowy (powiat jarosławski),1 000 PLN,"Nagroda 1 000 PLN Poszukuję mojego psa, który zaginął dnia 19.03.26 rano w Tuligłowach. Pies jest mały i przyjazny. Proszę o pomoc w odnalezieniu. Za pomoc w odnalezieniu nagroda 500 zł. Tel. ."
alertuj-ogloszenia.pl,Amator podróży Kochany Recydywista,https://alertuj-ogloszenia.pl/listing/amator-podrozy-kochany-recydywista/,Zaginął Kotek,Brak danych,2026-03-20,Kot,Królik,pomorskie,Drawsko Pomorskie i okoliczne wsie,,. Ma bardzo miękkie futro. Lubi ciasto Reaguje na imię Królik
alertuj-ogloszenia.pl,Zaginął Piesek Bokser Ares,https://alertuj-ogloszenia.pl/listing/zaginal-piesek-bokser-ares/,Zaginął Piesek,Zaginione,2026-03-20,Pies,Ares,mazowieckie,Powiat sochaczewski-teresiński,2 000 PLN,Nagroda 2 000 PLN Dnia 19.03.2026 o godzinie 17.20 w Nowej Piasecznicy wabi się Ares. Bardzo proszę o kontakt jeśli ktoś go znajdzie bądź będzie wiedział gdzie przebywa.
alertuj-ogloszenia.pl,Zaginął kot Izia,https://alertuj-ogloszenia.pl/listing/zaginal-kot-izia/,Zaginął Kotek,Zaginione,2026-03-19,Kot,Izia,małopolskie,Zielonki,1 000 PLN,"Nagroda 1 000 PLN Zaginął kot. Jest kotem niewychodzącym. Zielonki, ul. Do Cegielni Bardzo proszę o kontakt"
alertuj-ogloszenia.pl,Zaginęła Kotka Coco,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-87/,Zaginął Kotek,Zaginione,2026-03-19,Kot,Coco,opolskie,Gwiazdowo (koło Kostrzyna Wklp),2 000 PLN,"Nagroda 2 000 PLN !! ZAGINĘŁA NASZA UKOCHANA KOTKA COCO !! UWAGA !!! NAGRODA 500 zł !!! !!! Jeśli ktoś ma czas i mógłby zaangażować się w poszukiwania to oferujemy 2000 zł za odnalezienie i złapanie lub zabezpieczenie Coco 🙏🏻 Zaginęła we wtorek wieczorem (28.01.2025) w okolicach Osiedla Gwiazdowo. Jesteśmy zrozpaczeni i błagamy o pomoc! Coco to szaro ubarwiona kotka z lekkim, lampartowym wzorem i białą plamką na piersi. Kotka jest oznakowana mikrochipem I zarejestrowana! Jest przyjazna, ale może być przestraszona. Każda minuta bez niej to ogromny ból. Jeśli ją widziałeś/as, prosimy o kontakt tel. . Ul. Łąkowa 16/1 Prosimy, rozejrzyjcie się i udostępnijcie! Coco jest dla nas rodziną.🥹❤️"
alertuj-ogloszenia.pl,Zaginął kot Florek,https://alertuj-ogloszenia.pl/listing/zaginal-kot-florek/,Zaginął Kotek,Zaginione,2026-03-19,Kot,Florek,śląskie,Częstochowa,Tak,"Gwarantowana nagroda 2.000,- złotych. Prosimy o pomoc, nadal poszukujemy pochodzącego z Piotrkowa Trybunalskiego 8 letniego kota o imieniu Florek, który zaginął 9 października w Częstochowie, na osiedlu Tysiąclecie. To kot w typie rosyjskiego niebieskiego o szarym umaszczeniu, z małą kępką białych włosków pod szyją oraz zielonymi oczami. Jego cechą charakterystyczną jest widoczny na zdjęciu, brak jednego środkowego paluszka, w tylnej lewej łapce. Florek jest wykastrowany, zaszczepiony i posiada czip zarejestrowany w bazach danych zwierząt oznakowanych elektronicznie. Jest z natury nieufny i lękliwy, a obecnie może być przerażony, ponieważ przebywa na obcym dla siebie terenie i prawdopodobnie poszukuje drogi powrotnej do Piotrkowa Trybunalskiego. Ślad po nim zaginął i może być wszędzie. Jest chory i wymaga stałego leczenia. Dlatego bardzo serdecznie wszystkich prosimy o sprawdzanie wszelkich skrytek pod tarasami, piwnic, garaży , składów drewna czy mebli sezonowych, zamykanych wiat oraz innych pomieszczeń gospodarczych – szczególnie tych rzadko odwiedzanych -w których mógł się skryć niepostrzeżenie i przez nieuwagę zostać zamknięty, a teraz może konać z głodu i pragnienia. Prosimy rozglądajcie się Państwo, bo być może pojawi się gdzieś obok,np. u sąsiadów. Prosimy o wszelkie informacje, gwarantujemy zachowanie anonimowości. Osobie, która pomoże nam w odnalezieniu Florka gwarantujemy nagrodę pieniężną w wysokości 2.000,- złotych. Bardzo prosimy o pomoc i kontakt w sprawie pod numerem tel.:"
alertuj-ogloszenia.pl,Zaginął mały rudy długowłosy piesek,https://alertuj-ogloszenia.pl/listing/zaginal-maly-rudy-dlugowlosy-piesek/,Zaginął Piesek,Zaginione,2026-03-18,Pies,Szanti,lubelskie,Lublin,,"16.03.2026 na ostatnim wieczornym spacerze coś go przestraszyło, wyszarpnął się i zaczął uciekać na oślep- nie sposób było go dogonić… Około godz 22:50 był ostatnio widziany w okolicy Orfeusza (al. Kompozytorów Polskich) w Lublinie, ktoś poinformował Straż Mejską. Zanim informacja do nas dotarła już go tam nie było. Piesek jest malutki, waży 4kg, sierść ciemno ruda. Uciekł z obróżką i kolorową, materiałową, krótką smyczką widoczną na zdjęciu. Już dwie zimne noce spędził poza domem… Oddzwaniamy regularnie wszystkie instytucje powiązane z zabezpieczaniem zwierząt, schroniska, fundacje, rozwieszamy plakaty o zaginieciu, dajemy ogłoszenia na FB na różnych grupach, szukamy, pytamy, zaczepiamy przechodniów Jeśli ktoś cokolwiek widział lub ma informacje o naszym piesku proszę dzwonić o każdej porze"
